,name,lat,lng,formatted_address,rating,user_ratings_total,latest_reviews,filtered_place,emotion_scores
158,Hambantota Beach,6.1279932,81.1272036,"Hambantota, Sri Lanka",4.3,168,"['Hambantota Beach truly exceeded my expectations! The golden sands and clear, turquoise waters make it a perfect spot for sunbathing and swimming. We spent hours just lounging on the beach, enjoying the gentle breeze. There are also a few beachside restaurants where we tried delicious local seafood. A quiet and peaceful oasis compared to other crowded beaches in Sri Lanka. Definitely a place to unwind and relax!', 'Visiting Hambantota Beach was a delightful experience. The beach is clean and beautifully maintained, with plenty of space to find your own spot. I enjoyed a lovely walk along the shore and even spotted some local wildlife. The only downside was the limited dining options right on the beach, but the nearby town has some great places to eat. Overall, a serene escape!', 'My friends and I had a wonderful time at Hambantota Beach! The waves were fantastic for a bit of body surfing, and we even played beach volleyball on the spacious sand. The beach was not crowded, allowing us to really enjoy our day without any interruptions. Just be careful of the sun; the shade is limited. I would highly recommend it for a fun day out with friends!', 'As a couple looking for a romantic getaway, Hambantota Beach delivered! The sunsets here are breathtaking and perfect for a romantic stroll. We loved the tranquility and the fact that it wasn\'t overrun with tourists. However, we found the amenities a bit basic; a few more dining options directly on the beach would have been nice. Still, we had a lovely time together.', 'Hambantota Beach is nice for families, especially if you're looking for a quieter beach experience. My kids loved building sandcastles and playing in the water, while we relaxed under the palm trees. The beach is well-kept, but I wish there were more facilities like showers and changing rooms. Overall, it was a pleasant day out, but it could use a few improvements.']",hambantota beach,0.998932552
159,Peacock's Rock,6.13578,81.1444056,"Hambantota, Sri Lanka",4.2,85,"['Peacock\'s Rock is an absolute gem! The trek to the top was invigorating, and the view is simply breathtaking. It felt like we had the place to ourselves, which made the experience even more special. I recommend bringing a picnic to enjoy at the summit! Just remember to take your trash back with you.','We visited Peacock\'s Rock as a group and had a wonderful time hiking and exploring the area. The scenery was stunning, with lush greenery and clear skies. However, the path can be a bit challenging for less experienced hikers. Overall, it was a memorable day out.','As a couple, we loved our visit to Peacock\'s Rock. The beauty of the surroundings was perfect for some romantic photos. The only downside was the lack of facilities nearby, which made it a bit inconvenient. Still, we enjoyed every moment of our time there.','Peacock\'s Rock was a nice escape from the hustle and bustle of the city. The area is pristine, and it\'s clear that nature is thriving here. However, I noticed some litter on the trails, which was disappointing. I hope more visitors will respect this beautiful place!','I took my family to Peacock\'s Rock, and we had a great afternoon hiking together. The kids loved exploring the area, and we all appreciated the stunning views. It would be great to see more signs along the way to help navigate the trails better. Overall, a lovely outing!']",peacock's rock,0.998920715
160,Ussangoda National Park,6.0989204,80.9883434,"Ussangoda, Sri Lanka",4.7,674,"['Ussangoda National Park was an unexpected gem during our road trip in Sri Lanka. The stark contrast of red soil against the lush greenery is captivating. We spent hours walking around, capturing photos, and enjoying the peace and quiet away from the crowds. The beach at the end of the park is beautiful, but be prepared for the heat, as there\'s little shade. Overall, it\'s a unique experience worth a stop.','What a fantastic place to explore! Ussangoda National Park offers a surreal landscape that feels almost extraterrestrial. The red soil is striking, and the views of the Indian Ocean are breathtaking. It\'s a bit hot during the day, so I recommend visiting early morning or late afternoon. There are no entrance fees, which is a plus. Just be sure to bring plenty of water and maybe a hat!','We visited Ussangoda National Park as a family and had a great time. The area is very quiet, which was refreshing. The kids enjoyed running around on the unusual terrain. However, I do wish there were more shaded areas to take a break. The beach is a perfect spot for a picnic after exploring. Overall, a lovely experience, but plan accordingly for the heat.','Ussangoda National Park is unlike any other place I've been. The red soil and unique rock formations make for stunning photographs. We were lucky to have the place mostly to ourselves, which added to the charm. The nearby beach was a nice bonus, though it was quite windy. I would recommend visiting, but keep in mind it can get very hot during peak hours.','This park is a hidden treasure! The landscape is so different from the typical lush greenery of Sri Lanka. We enjoyed wandering around and learning about the local legends, like the meteorite theory. However, I found it challenging to spend a long time there due to the sun exposure. Bring a picnic and enjoy the views, but do it in the cooler parts of the day for the best experience.']",ussangoda national park,0.998907161
161,Ridiyagama Safari Park,6.2468436,80.9824649,"Ridiyagama, Sri Lanka",4.4,4236,"['Ridiyagama Safari Park was a delightful surprise! The variety of animals, especially the Bengal tigers and elephants, was impressive. The jeep safari allowed us to get up close without disturbing the animals. The staff was knowledgeable and friendly, enhancing our experience. Feeding the elephants at the end was a highlight. If you\'re a wildlife enthusiast, this park is definitely worth a visit!' , 'I visited Ridiyagama Safari Park with a group of friends and we had a blast! The different zones made the safari feel varied and exciting. Our guide shared fascinating facts about the animals, which made the trip educational as well as fun. The only downside was that some animals were a bit elusive. Nonetheless, seeing the lions up close was unforgettable!' , 'As a family, we enjoyed our day at Ridiyagama Safari Park. The park is well-organized, and the jeep tour was thrilling, especially when we spotted the lions. The kids loved the feeding area where they could interact with smaller animals. The only downside was some areas felt a bit empty, but overall, it was a fantastic experience that we would recommend.' , 'I had a pleasant visit to Ridiyagama Safari Park, but it didn\'t quite meet my expectations. While the animal zones were interesting, I felt some animals were not as visible during the tour. The jeep ride was a bit bumpy, which added some excitement, but I preferred a smoother experience. Still, the elephants were a joy to see and the staff was friendly.' , 'My experience at Ridiyagama Safari Park was mostly positive! The wildlife is stunning, and the close encounters with the lions were thrilling. Our guide was enthusiastic, adding a lot to the tour. However, I noticed the herbivore section could use more animals to make it more engaging. Overall, it\'s a great place for animal lovers and worth checking out!']",ridiyagama safari park,0.998835385
162,Kalametiya Bird Sanctuary - Bird Watching & Ecotourism,6.0824603,80.9293944,"Hungama, Sri Lanka",4.6,354,"['Kalametiya Bird Sanctuary is a hidden gem for bird lovers! The sunset boat safari was mesmerizing; the colors in the sky were just as stunning as the birds we spotted. Our guide was enthusiastic and knowledgeable, sharing fascinating facts about each species. I particularly enjoyed seeing the rare herons and kingfishers. The only downside was the occasional noise from nearby traffic, but it didn\'t detract much from the experience. Highly recommend for a peaceful day out!', 'What an amazing experience at Kalametiya! The early morning tour was the highlight of our trip to Sri Lanka. We saw dozens of bird species, including beautiful migratory ones. The calmness of the water and the gentle sounds of nature made it a perfect escape. However, I wish the duration of the tour was a bit longer to soak in the beauty. Overall, a fantastic way to connect with nature and see wildlife up close!', 'My friends and I visited Kalametiya Bird Sanctuary and we were blown away by the diversity of birds we encountered. The guide was incredibly skilled at spotting birds, even the smallest ones hidden in the bushes. We enjoyed some delicious homemade snacks during the trip. The only issue was that the boat ride could get a bit crowded, which made it hard to get good photos sometimes. Still, an unforgettable adventure!', 'We had a lovely time at Kalametiya Bird Sanctuary during our honeymoon. The boat ride was peaceful, and we got to enjoy the serene surroundings together. The guide provided great insights about the birds and their habitats. We spotted several interesting species, but I was hoping for a bit more variety. The snacks provided were a nice touch, but we would have liked to see more local delicacies. Overall, a romantic experience!', 'As a family, we thoroughly enjoyed our visit to Kalametiya. The kids were fascinated by the different birds and the guide was very patient with their endless questions. The boat ride was enjoyable, though it felt a bit rushed at times. We were lucky to see a group of flamingos, which was the highlight for the kids! A great day out in nature, but I wish there were more activities for children at the sanctuary.']",kalametiya bird sanctuary,0.998932207
163,Lankavatara Beach,6.0736968,80.9263157,"Kalametiya, Sri Lanka",4.5,151,"['Lankavatara Beach is a hidden gem! The sunrise views are breathtaking, and the beach is incredibly clean. We enjoyed long walks along the shore with hardly anyone around. However, the waves are quite strong, so swimming is not an option. I recommend bringing a book and relaxing on the beach chairs instead. Overall, it\'s a perfect spot for a peaceful getaway!','What a stunning beach! The soft sand and clear water make it a great place to unwind. We spent our days sunbathing and taking photos of the scenery. The only downside was the limited dining options nearby; we ended up having lunch at the hotel, which was just okay. Still, I\'d come back for the tranquility!','My friends and I had a fantastic time at Lankavatara Beach! We loved watching the local fishermen and soaking up the sun. The waves were pretty intense, so we mostly stayed on the beach. It was a bit crowded on weekends, but during the weekdays, it felt like we had the place to ourselves. Definitely a great spot for a group trip!','Lankavatara Beach is beautiful, but I had mixed feelings about my experience. While the natural beauty is undeniable, the strong currents made swimming too dangerous for me, which was a letdown. We explored the area instead and found a nice little cafe nearby that had delicious snacks. Overall, it\'s worth a visit, just be prepared for the waves!','We visited Lankavatara Beach as a family, and it was a wonderful experience! The kids loved playing in the sand, and the beach was perfect for building castles. The waves were too rough for swimming, but we enjoyed collecting shells. The only downside was that the restaurant service was a bit slow, but the food was decent. Perfect for a family day out!']",lankavatara beach,0.998860049
164,"Nilavarai, Natural underground water well",9.7543792,80.0882614,Urumpirai North Sri Lanka,4.4,1105,"['Visiting Nilavarai Well was a highlight of my trip to Jaffna! The sheer depth of the well is mesmerizing. I enjoyed learning about its geological history from local guides. The surrounding area is quite peaceful, making it a perfect spot for reflection. Just be cautious of the litter; it could use more maintenance. Overall, a must-see for anyone exploring the region!' , 'As a family, we found Nilavarai Well to be a fantastic spot for a day out. The kids were fascinated by the idea of a ""bottomless"" well. We took some great pictures and enjoyed the fresh air. However, I wish there were more facilities for visitors, like restrooms or seating areas. Still, a beautiful place steeped in local lore!' , 'My friends and I stumbled upon Nilavarai Well during our travels in Sri Lanka, and it was definitely worth the visit! The well\'s depth and the surrounding limestone formations are stunning. It\'s a great place to relax and soak in nature. Just a heads up, though, the area could be cleaner; we did notice some litter. Overall, a unique experience!' , 'Nilavarai Well is a serene and beautiful place. The water is striking, and the legends surrounding it are intriguing. I appreciated the cultural aspect of the site, but I felt it could benefit from better visitor information. There were local vendors selling refreshments, which was nice. Worth a visit if you're in the area!' , 'We visited Nilavarai Well as part of our tour around Jaffna, and it was a fascinating experience. The well has a mysterious charm, and the locals' stories add to its allure. However, I was disappointed to see some litter around the area; it detracted from the natural beauty. Still, I would recommend it for anyone interested in the unique aspects of Jaffna\'s culture and nature.']",nilavarai well,0.998923218
165,St. Mary's Cathedral Jaffna,9.6562359,80.0228986,"Jaffna, Sri Lanka",4.8,279,"['St. Mary\'s Cathedral in Jaffna is a magnificent sight! The architecture is grand and truly reflects the cultural heritage of the area. I loved the serene atmosphere inside, perfect for meditation. Although renovations were ongoing during my visit, it didn\'t detract from the experience. The stained glass windows were a highlight! I recommend visiting to appreciate both its history and beauty.', 'Visiting St. Mary\'s Cathedral was a unique experience. The exterior is imposing, and the interior, while simple, has a certain charm. It felt peaceful, and I found myself contemplating life amidst the quiet. The ongoing renovations did create some noise, but I understand the importance of preserving such a historical site. Definitely worth a stop when in Jaffna!', 'As a family, we enjoyed exploring St. Mary\'s Cathedral. The sheer size of the church left us in awe. The children were fascinated by the history behind the site. While the interior is more understated than we expected, the stained glass windows added a touch of color. It could use some more upkeep, but it\'s a place filled with stories and significance.', 'St. Mary\'s Cathedral is a must-visit for anyone in Jaffna. The architecture is impressive, and the history is profound, especially the story of the prince. We had a peaceful moment inside, despite some construction noise. It feels like a place where you can connect with the past. I\'d suggest going early in the day to avoid the crowds.', 'I appreciated the beauty of St. Mary\'s Cathedral, but I was slightly disappointed by the plainness of the interior. The stained glass windows are lovely, but I felt there could be more decor to match the grandeur outside. It\'s still worth a visit, especially to learn about its historical significance, but don\'t expect a lavish interior.']",st. mary's cathedral in jaffna,0.925887156
166,Dutch Fort - Jaffna,9.6620307,80.0084252,"Jaffna, Sri Lanka",4.7,3672,"['The Dutch Fort in Jaffna is a splendid testament to colonial history! The architecture is captivating, and the surrounding views of the sea are breathtaking. As a solo traveler, I enjoyed wandering through the remnants and imagining the past. The entrance fee is reasonable, and I found it a peaceful spot to reflect. Definitely worth a visit!', 'Visited the Dutch Fort with friends and we had a fantastic time exploring the grounds. The fort is well-preserved and offers a glimpse into Jaffna\'s rich history. The view from the ramparts is stunning, especially at sunset. We took plenty of photos and enjoyed the atmosphere. A great place for history buffs!', 'As a couple, we appreciated the romantic setting of the Dutch Fort. The structure is impressive, and it\'s evident that efforts have been made to restore it. Although some areas could use more maintenance, the overall experience was enjoyable. We loved the serene environment and would recommend it for a leisurely afternoon.', 'The Dutch Fort is a fascinating place filled with history. Our family found it educational, and the kids enjoyed exploring the grounds. While some parts of the fort need better upkeep, we loved the storytelling plaques that provided context. Just be aware that the entrance fee for foreigners is a bit high, but still worth it.', 'While the Dutch Fort holds significant historical value, I found some areas to be a bit neglected. The entry fee is on the higher side, but the architecture and the views are lovely. It's a nice place for a quick visit, though don\'t expect a fully restored site. Overall, it\'s a pleasant outing if you're in Jaffna.']",dutch fort in jaffna,0.998927224
167,Jaffna Lagoon Area,9.6576092,80.004428,"Jaffna-Pannai-Kayts Rd, Sri Lanka",3.9,44,"['Visiting the Jaffna Lagoon Area was a delightful experience! The Pannai Bridge offers breathtaking views, especially during sunset. We enjoyed a lovely stroll along the bridge, taking photos of the stunning scenery. The local fishermen added to the charm, and spotting various birds was a treat. A perfect spot for nature lovers and photographers alike!', 'The Jaffna Lagoon Area is serene and picturesque. While the Pannai Bridge is the main attraction, we found a quiet spot a little further down the lagoon that was perfect for a picnic. It was less crowded, and we could really appreciate the tranquility. Just be prepared for some bugs if you go off the beaten path!', 'What a hidden gem! The Jaffna Lagoon is beautiful, and we were lucky to catch a local fishing boat returning filled with their catch. The sunset from Pannai Bridge was unforgettable! However, I wish there were more amenities nearby, like food stalls or seating areas to relax and enjoy the views.', 'Jaffna Lagoon Area was a pleasant surprise during our trip. The natural beauty is captivating, and we loved watching the sunset while feeling the cool sea breeze. It can get quite crowded, though, so arriving early is advisable. For anyone looking to connect with nature, this place is a must-visit!', 'I had high hopes for the Jaffna Lagoon, but it was a bit underwhelming. While the views from Pannai Bridge are lovely, the area felt a bit neglected and could use better maintenance. Still, the local wildlife and the atmosphere were enjoyable, just not as stunning as I anticipated.']",pannai bridge,0.996878195
168,"St. Anthony's Shrine, Kochchikade.",6.9468412,79.856253,"Colombo, Sri Lanka",4.6,4893,"['St. Anthony\'s Shrine in Kochchikade is a hidden gem that offers a serene escape from the hustle and bustle of Colombo. The stunning architecture took my breath away, and the atmosphere was filled with a sense of peace. Lighting a candle for my loved ones felt very special. I recommend visiting on a weekday to experience a quieter, more reflective environment. The small museum was informative, adding depth to my visit. A must-see for anyone exploring Sri Lanka!',
'I visited St. Anthony\'s Shrine with friends, and we were all moved by its beauty and spiritual energy. The intricate details of the architecture are stunning, and the history behind the shrine is fascinating. We enjoyed watching the locals as they prayed and offered their thanks. However, it was quite crowded, making it difficult to find a moment of solitude. Still, it was a memorable experience, and I would recommend this place to anyone interested in culture and spirituality.',
'As a couple, we found St. Anthony\'s Shrine to be a tranquil spot for reflection during our travels in Sri Lanka. The ambiance was calming, and we appreciated the diverse crowd of worshippers. The shrine is well-maintained, and the staff were friendly and welcoming. While we loved the overall experience, we were disappointed that the museum was closed for renovations. Nevertheless, we lit candles together and felt a strong connection to the place. Definitely worth a visit!',
'St. Anthony\'s Shrine was a significant stop on our family trip to Colombo. The kids were curious about the stories behind the shrine and enjoyed the colorful candles. We participated in a brief prayer session, and it was heartwarming to see people of different backgrounds come together in faith. The security measures in place were a little concerning, but it made us feel safe. We would recommend this shrine to families looking for a meaningful cultural experience.',
'On my solo visit to St. Anthony\'s Shrine, I was struck by its beauty and the sense of peace it offered. The architecture is impressive, and the atmosphere is filled with devotion. However, I did find it a bit overwhelming due to the large crowds, especially on Tuesdays. I wish there were more quiet spaces to reflect. Still, I enjoyed learning about St. Anthony's history and would suggest visiting during off-peak hours for a more personal experience.']",st. anthony's shrine in kochchikade,0.998923123
169,Kandyan Cultural Centre,7.2920019,80.6423871,"Kandy, Sri Lanka",4.2,796,"['The Kandyan Cultural Centre was a fantastic experience! The traditional dance and drumming performances were mesmerizing, and the fire show at the end left us in awe. The venue has a charming old-world feel, which added to the overall atmosphere. Booking tickets was easy, and we were able to secure great seats. Just a heads up, it can get crowded, so arrive early to find good spots!', 'As a group of friends, we thoroughly enjoyed our visit to the Kandyan Cultural Centre. The performers were incredibly talented, and the vibrant costumes made the show visually stunning. The only downside was that the seating arrangements were a bit confusing at first. We missed a portion of the fire show because we didn\'t know we had to move. Still, it was a memorable night, and I would recommend it to anyone visiting Kandy!', 'I visited the Kandyan Cultural Centre with my partner, and it was a delightful evening. The dancers were full of energy, and the live drumming was captivating. We appreciated the cultural insights shared by the performers. However, we found parking a bit tricky, and the extra fees were unexpected. Regardless, the show itself was worth the visit!', 'What a wonderful cultural experience at the Kandyan Cultural Centre! The rhythm of the drums and the grace of the dancers were simply enchanting. The fire walking segment was exhilarating! We had a lovely time, but it would have been nice if the show was a bit longer. Overall, it\'s a must-see when in Kandy!', 'We took our family to the Kandyan Cultural Centre, and everyone enjoyed it! The kids were particularly thrilled by the fire show, which was the highlight for them. The staff was friendly and helped us with ticket reservations. The only negative was that the venue felt a bit cramped at times. Despite that, it was a great show and a fun evening for all of us!']",kandyan cultural centre,0.998932815
170,Udawatta Kele Sanctuary,7.2988782,80.6424033,"Kandy, Sri Lanka",4.3,3048,"['Udawatta Kele Sanctuary is a hidden gem in Kandy! The lush greenery and well-maintained paths made for a perfect escape from the city. I spent a leisurely afternoon exploring the trails, and I was delighted by the variety of birds and playful monkeys. The entrance fee of 930 LKR felt reasonable for such a tranquil experience. Just be prepared for the occasional leech if it\'s been raining! Overall, a wonderful place to connect with nature.', 'As a couple, we thoroughly enjoyed our visit to Udawatta Kele Sanctuary. The serene environment and beautiful flora created a romantic backdrop for our walk. We appreciated the historical significance of the area, which added depth to our experience. The trails were easy to navigate, although a map would have made things even better. We spent about two hours there, which felt just right. Highly recommend for anyone looking to unwind!', 'We had a great time at Udawatta Kele, but I wish there were more signs indicating the trails. The scenery was stunning, but we found ourselves a bit lost during our visit. The monkeys were a highlight, though, as they added a lively touch to the peaceful surroundings. The price seemed a bit steep for what you get, but overall, it was a solid outing.', 'My friends and I decided to bike through Udawatta Kele Sanctuary, and it was a fantastic choice! The paths are well-kept, and we enjoyed the fresh air and the sounds of nature. Just be aware that some bike gears might not work perfectly, but it didn\'t ruin our fun. We had a few encounters with monkeys, which was entertaining. A lovely way to spend the day!', 'Udawatta Kele Sanctuary is a lovely place for families. We took our kids for a day out, and they loved spotting the various animals. The trails are kid-friendly, which was a relief. However, we did experience some confusion at the entrance regarding the trail map. It would have been helpful to have a staff member provide suggestions. Despite that, the natural beauty made it worth the visit.']",udawatta kele sanctuary,0.998927808
171,Hunnasgiriya Water Fall,7.4018005,80.6898511,"Matale, Sri Lanka",4.7,888,"['Hunnasgiriya Waterfall is a hidden gem in Sri Lanka! The entrance fee is quite affordable, and you are greeted by stunning views right from the start. The natural pool at the bottom of the waterfall is perfect for a refreshing swim. Just be cautious of slippery rocks and leeches! I spent a lovely afternoon here with friends, enjoying a picnic in one of the huts. Definitely worth a visit if you appreciate nature.', 'What a breathtaking place! The waterfall itself is mesmerizing, and the surrounding area is just as beautiful. My partner and I took a hike through the pine forest nearby, which leads to an incredible view of the falls. The only downside was a bit of litter near the entrance, but overall, it was a peaceful escape. I would recommend bringing a camera to capture the stunning scenery!', 'During our family trip to Sri Lanka, we found Hunnasgiriya Waterfall to be a fantastic spot for a day out. The kids loved splashing around in the pool, and the huts provided a nice area for us to relax and have lunch. Just be prepared for some leeches when walking around, but that\'s all part of the adventure! Overall, a delightful experience!', 'I visited Hunnasgiriya Waterfall solo and was thoroughly impressed by its natural beauty. The area is well-maintained, and the ticket price is very reasonable. I enjoyed walking along the trails, though I did encounter some slippery spots. A few more signs would help with navigation. Nonetheless, I had a great time and would recommend it to anyone looking for a serene getaway.', 'This waterfall is definitely a highlight of my trip to Sri Lanka! The sound of the cascading water is incredibly soothing, and the swimming area is delightful. I did notice some trash left behind by earlier visitors, which was disappointing. However, the overall experience was still fantastic. Just be careful if you're planning to swim; the rocks can be slippery. I can\'t wait to come back!']",hunnasgiriya waterfall,0.998930287
172,Hatale Mini World's End,7.3826346,80.722532,"Panwila, Sri Lanka",4.5,176,"[
""Hatale Mini World's End is an incredible gem! The view from the top is absolutely breathtaking, surrounded by lush tea plantations. We enjoyed a peaceful hike up, but be prepared for a bit of a rough road if you're driving. We saw only a few other hikers, making it feel like a private escape. Just remember to bring some snacks and water, as there are no facilities nearby. Highly recommend for nature lovers!"",
""As a couple, we really enjoyed our day at Hatale Mini World's End. The serene environment and stunning landscape made for a perfect romantic getaway. We took our time walking along the trails and were rewarded with spectacular views. The path can be tricky, though, so wear good shoes! The lack of crowds was a bonus, but we'd suggest going early in the morning for the best experience."",
""Visiting Hatale Mini World's End was a highlight of our trip to Sri Lanka! The scenery is stunning, and we loved the tranquility of the area. However, the road conditions are quite challenging, so a sturdy vehicle is a must. Once we arrived, we spent hours just soaking in the views and taking photos. There are no amenities, so plan ahead. A great place for camping too!"",
""We had a lovely family outing at Hatale Mini World's End. The kids enjoyed exploring the trails and spotting wildlife. The views are unbeatable, and we felt like we were in our own little paradise. Just be cautious of the weather as it can get quite windy. We faced some trouble with directions, so asking locals for guidance was helpful. Overall, a fantastic experience!"",
""What a beautiful place! Hatale Mini World's End offers some of the best panoramic views I've seen. The hike was enjoyable, though we got lost a bit due to unclear signs. The roads leading to the site are not in the best condition, so a 4x4 vehicle is definitely necessary. Despite the challenges, the serenity and natural beauty made it all worthwhile. I would visit again but with better directions!""
]",hatale mini world's end,0.998913658
173,Balana Fort ,7.2699125,80.4956232,"Kadugannawa Balana Rd, Sri Lanka",4.1,261,"['Balana Fort offers a serene escape into Sri Lanka\'s rich history. The short hike up the stone steps was invigorating, and while the views are somewhat blocked by trees, the atmosphere is peaceful. It felt like we had the fort all to ourselves! I appreciated the restoration efforts, making it accessible without losing its charm.', 'Visiting Balana Fort was a delightful experience for our group! The fort itself is an intriguing historical site. The trail was well-maintained, and despite the limited views, the breeze and tranquil setting made it worthwhile. Just be prepared for a bit of climbing; it can be strenuous for some!', 'As a couple, we enjoyed our visit to Balana Fort. The walk was refreshing, and we loved the quietness of the area. Although the overgrown trees hindered some of the views, it added to the allure of the place. We took plenty of photos and found it a lovely spot to unwind together.', 'We brought our family to Balana Fort, and while it was a nice outing, I wish the views were clearer. The historical significance is impressive, but younger kids might find it a bit boring after the initial hike. Still, it\'s a peaceful place to learn about Sri Lankan history and enjoy nature.', 'Balana Fort is a hidden gem for those who appreciate history. The walk to the fort is enjoyable, but the obstructed views were a slight letdown. The restoration work is commendable, and it feels like a step back in time. It\'s a great spot for a quiet afternoon, but don\'t expect a lot of activities.']",balana fort,0.998930967
174,"Aluthnuwara Rajamaha Viharaya , Aluthnuwara",7.2273193,80.4852434,"Mawanella - Aluthnuwara Rd, Sri Lanka",4.9,251,"['Visiting Aluthnuwara Rajamaha Viharaya was a serene experience. The temple is beautifully maintained, and the atmosphere is incredibly peaceful. I enjoyed exploring the intricate carvings and the surrounding greenery. It\'s not overly crowded, making it a perfect spot for reflection. A great place to take some photos too! Just be mindful of the local customs when visiting. Highly recommended!' , 'As a group of friends, we found Aluthnuwara Rajamaha Viharaya to be a hidden gem. The architecture is stunning, and the spiritual vibe is palpable. However, we visited on a busy Saturday and found it a bit overwhelming with the crowds. Still, we managed to enjoy the moment. Definitely worth a visit if you\'re in the area, just plan your timing!' , 'My partner and I decided to explore Aluthnuwara Rajamaha Viharaya during our trip to Sri Lanka. The tranquility of the temple really captivated us. The locals were friendly and welcoming, sharing stories about the significance of the site. We spent a lovely afternoon wandering around, though we wished there were more signs in English to help us understand the history better. Overall, a lovely experience!' ,  'We took our family to Aluthnuwara Rajamaha Viharaya, and it was an enriching visit. The kids enjoyed the open spaces and the chance to learn about Sri Lankan culture. The temple was beautiful, although I found it slightly challenging to navigate with the little ones during peak hours. Still, it was educational and a nice way to spend the day together. Would recommend for families!' , 'Aluthnuwara Rajamaha Viharaya is a quaint temple with a rich history. I appreciated the peaceful environment and the chance to observe local traditions. However, I found the signage a bit lacking, which made it hard to fully appreciate the history without a guide. It\'s a pleasant spot for quiet contemplation, but I suggest visiting with someone who knows the area for a deeper understanding.']",aluthnuwara rajamaha viharaya,0.998903072
175,Huluganga Ella Waterfall,7.4009935,80.7423197,"Huluganga, Sri Lanka",4.4,1064,"['Huluganga Ella Waterfall is simply breathtaking! The sound of the cascading water was music to my ears. I enjoyed the short hike down the stairs, which were well-maintained. The viewing platform offered a great perspective for photos, although I wished I could get a bit closer. Overall, a serene spot to relax and connect with nature!', 'Visiting Huluganga Ella was a lovely experience with my friends. The waterfall itself is stunning, and we spent quite a bit of time taking pictures. The ticket price is very reasonable, but I was a little disappointed that the viewpoint was closed. Still, the ambiance made up for it. A must-visit if you\'re in the area!', 'As a couple, we found Huluganga Ella Waterfall to be a romantic spot. The lush greenery surrounding the falls created a picturesque setting. The stairs were easy to navigate, and the observation area was perfect for a quiet moment together. Just a heads up, be careful during the rainy season as it can get slippery!', 'We visited Huluganga Ella with our children, and they loved it! The steps down were manageable, and the sight of the waterfall was mesmerizing. However, I wish there were more safety measures around the viewing area, especially for the little ones. Still, it was a memorable outing and the kids had a blast!', 'The waterfall is gorgeous, but there were a few things that could be improved. While the view was nice from the observation deck, I wasn't thrilled about the restricted access to the base of the falls. Also, the road leading there was quite bumpy. Nonetheless, the natural beauty is worth the visit. Just be prepared for a bit of a journey!']",huluganga ella waterfall,0.998920405
176,Pitawala Patana Trail,7.546518,80.746873,"Matale, Sri Lanka",4.7,173,"['The Pitawala Patana Trail is a hidden gem in Sri Lanka! The views are absolutely breathtaking, especially at Little Worlds End. We spent hours wandering through the lush landscapes, spotting unique birds and butterflies. Just a heads up, the trail can get a bit slippery, so wear good shoes. Overall, a must-visit for nature lovers!', 'I visited the Pitawala Patana Trail with friends and we had a fantastic time. The climate changes dramatically as you hike, making each step an adventure. The scenic vistas are perfect for photos, but do remember to take your trash with you. It\'s crucial to keep this beautiful place pristine!', 'Stunning views and a peaceful atmosphere define the Pitawala Patana Trail. We enjoyed a lovely walk, but I wish there were more facilities along the way. The parking was fine, but additional rest areas would be appreciated. Still, it\'s a great spot for a day trip!', 'As a couple, we found the trail to be incredibly romantic and tranquil. The flora and fauna were mesmerizing, and we enjoyed the quiet moments surrounded by nature. Make sure to check out the mini world's end viewpoint; it\'s simply magical at sunset!', 'The trail offers beautiful scenery and is a great way to connect with nature. However, I felt some parts were not well-marked, which made navigation a bit tricky. Despite that, the experience was rewarding, and I would recommend it to anyone looking for a peaceful hike.']",pitawala patana trail,0.998923838
177,Nuwara Eliya Mountains view point,6.9834547,80.7504763,"Nuwara Eliya, Sri Lanka",4,163,"['The Nuwara Eliya Mountains viewpoint is truly a hidden gem! The panoramic views of the city and the surrounding tea plantations are simply breathtaking. We hiked up from Nuwara Eliya, and it was worth every step. The fresh mountain air and the serene atmosphere make it a perfect spot to relax and take stunning photos. Just be prepared for a bit of a trek if you choose to hike! Highly recommend for nature lovers.', 'As a couple, we enjoyed our visit to the viewpoint immensely. The views are absolutely gorgeous, especially at sunset when the colors light up the sky. It was a bit crowded with tourists, but that didn\'t take away from the experience. We spent some time just enjoying the scenery and even had a little picnic. A lovely spot for a romantic getaway!', 'We visited the viewpoint as a family and found it to be quite an adventure. The road leading up was a bit rough, and we had to take care while driving. However, once we arrived, the views were spectacular! Our kids loved exploring the area and taking pictures. Just an important note: there are limited facilities, so pack some snacks and drinks!', 'The viewpoint is stunning, offering a magnificent view of the entire Nuwara Eliya area. However, I found it challenging to access. We took a local bus, and it was quite a bumpy ride! Once we reached, the scenery was worth it, but I wish there were clearer signs for first-time visitors. It\'s a great place for a quiet moment with nature.', 'I had high expectations for the Nuwara Eliya Mountains viewpoint, and while the views were beautiful, I felt slightly underwhelmed. It was crowded, and finding a good spot to take pictures was tough. The hike to get there was enjoyable, but I think there are other viewpoints in the area that offer more privacy and better access. Still, it\'s worth a visit if you\'re nearby.']",the nuwara eliya mountains viewpoint,0.800196183
