,name,lat,lng,formatted_address,rating,user_ratings_total,latest_reviews,filtered_place,emotion_scores,user_rating_total
23,Galle,6.0328948,80.2167912,"Galle, Sri Lanka",0.01,,"['Galle has some charm, but honestly, I expected more. The historic walks are interesting, but they can get quite crowded. The beaches are nice, yet they felt a bit dirty. The beachfront dining was overpriced for what it offered. I had better meals elsewhere in Sri Lanka. It\'s a decent stop, but I wouldn\'t prioritize it on my next visit.', 'I visited Galle with friends, hoping for a fun beach day. The beach was beautiful, but the litter really put a damper on our spirits. We tried an art class, which was enjoyable, but the instructor seemed disinterested. Overall, Galle was okay, but it didn\'t live up to the hype we heard about.', 'As a couple, we were excited about Galle's romantic vibes, but the reality was a bit disappointing. The historic walks were lovely, but the city felt overly commercialized. We enjoyed some beachfront dining, but service was slow and inattentive. It\'s a nice place to visit, but I wouldn\'t recommend it for a romantic getaway.', 'I took my family to Galle, and while the historic architecture is stunning, the beach was not very family-friendly. The sand was littered with debris, and we couldn\'t find clean areas to relax. The city tours were informative, but they lacked engagement for kids. It was an okay experience, but I expected more family-oriented activities.', 'Galle has potential, especially with its art classes and historic walks. However, I found both to be underwhelming. The classes felt rushed, and the guides on the walks didn\'t seem passionate. The beaches were the highlight, but they were too crowded for a relaxing day. Overall, I left feeling disappointed despite the picturesque scenery.']","Galle, Sri Lanka",0.0010202765464782716,5
24,Leisure World,6.9216029,80.1030423,Sri Lanka ,0.0,,"['Leisure World has potential, but my experience was quite disappointing. The rides were fun, but the maintenance seemed lacking. Some attractions were closed, and the waiting times were ridiculously long. It\'s a nice concept, but they need to improve on organization and cleanliness to make it enjoyable for everyone.', 'I visited Leisure World expecting a thrilling day, but it fell short. The water park was overcrowded, making it hard to enjoy anything. While some attractions were entertaining, the lack of staff to manage the crowds made the experience frustrating. I can\'t say I\'d recommend it for a relaxing day out.', 'As a couple, we thought Leisure World would be a fun getaway, but it was more chaotic than enjoyable. The themed park had some interesting rides, but the lack of proper signage and information made it confusing. It was okay, but we won\'t be rushing back anytime soon.', 'We took our kids to Leisure World, and while they had fun, we faced several issues. The water park had limited seating, and we found it difficult to keep an eye on our children amidst the crowds. The prices were reasonable, but the overall experience was marred by poor organization.', 'I went with friends hoping for an exciting day, but the reality was quite different. The rides were outdated, and the park felt neglected in many areas. Some attractions were good, but the overall experience didn\'t live up to our expectations. It\'s a decent place for a quick visit, but I wouldn\'t plan a whole day around it.']",Leisure World,0.000492262840270996,5
25,Kandy,7.2905715,80.6337262,"Kandy, Sri Lanka",0.0,,"['Kandy has its moments, but overall, I found it a bit overrated. The cultural festivals were lively, but the crowds made it hard to enjoy. The tea tasting was decent, yet I expected more from the local crafts. Some art installations were impressive, but many felt neglected. I might return for the horse shows, but only for a day trip.','As a family with kids, we anticipated a fun day in Kandy. Unfortunately, the public art installations seemed underwhelming and not very engaging for the children. While we enjoyed a lovely tea tasting experience, the rest of the activities felt disorganized. The local crafts were nice, but we left feeling a bit disappointed.','My friends and I visited Kandy hoping for an exciting cultural experience, but much of it felt lackluster. The horse shows were entertaining, but the festival we attended lacked the vibrancy we expected. The tea tasting was enjoyable, but the public art installations seemed more like an afterthought. We had fun together, but I doubt we'd return.','Kandy has a certain charm, but it didn't quite live up to the hype for us as a couple. The tea tasting was a highlight, and we appreciated some local crafts, but the cultural festivals were overwhelming. The public art installations were hit or miss, and we felt there was a lack of cohesion in the activities.','I visited Kandy solo and found it a mixed bag. The horse shows were entertaining, and I appreciated some of the local crafts, but the cultural festivals felt chaotic and disorganized. The tea tasting was pleasant, yet the public art installations left much to be desired. Overall, I enjoyed parts of my trip but wouldn't recommend it as a must-see.']",Kandy,0.0006757259368896484,5
26,Polonnaruwa,7.9403384,81.0187984,"Polonnaruwa, Sri Lanka",0.01,,"['Polonnaruwa felt like a missed opportunity. While the historical monuments are impressive, the overall maintenance left much to be desired. The cultural festivals were a bit underwhelming, lacking the vibrancy expected. I hoped for more engaging local crafts but found only a few stalls. It\'s worth a visit for history buffs, but don\'t set your expectations too high.','Visiting Polonnaruwa was a mixed bag. The ancient ruins are captivating, but the area feels neglected. The public art installations seem scattered and uninspired, and the local crafts didn\'t have the authenticity I was looking for. The spiritual retreats were peaceful, but overall, I left feeling a bit disappointed.','As a couple, we were looking forward to the cultural experiences in Polonnaruwa, but some activities felt more like a tourist trap. The temple pilgrimages were serene, yet the crowds detracted from the spiritual ambiance. We enjoyed our time but expected a deeper connection with the local culture.','Our family trip to Polonnaruwa was enjoyable, but it lacked the excitement we hoped for. While the historic sites are fascinating, the cultural festivals were poorly organized and didn\'t engage the kids as we expected. The traditional ceremonies were nice, but overall, it felt like there was more potential that wasn\'t realized.','I went to Polonnaruwa with high hopes, but I found it somewhat disappointing. The historical monuments are impressive, yet the area felt too commercialized. The local crafts were limited, and the arts and culture scene didn\'t seem to thrive as I had anticipated. It\'s an okay spot, but I wouldn\'t rush back.']",Polonnaruwa,0.001157689094543457,5
27,Unawatuna,6.0174469,80.2488596,"Unawatuna, Sri Lanka",0.0,,"[
""Unawatuna has beautiful beaches, but I found it overcrowded and a bit commercialized for my taste. The beach was littered with plastic, which really took away from the natural beauty. I enjoyed a few water sports, but the prices were inflated. Definitely not the serene escape I was hoping for."",
""I visited Unawatuna with friends, and while the nightlife was lively, the beach was disappointing. The water was murky, and we had to dodge quite a bit of debris. The local restaurants offered decent food, but service was slow and not very attentive. It felt more like a tourist trap than an authentic experience."",
""As a couple, we wanted a romantic getaway in Unawatuna, but the beach was noisy and packed with families. While the sunset views were stunning, the constant hustle and bustle made it hard to relax. We did enjoy a couple of beachside dinners, but overall, it didn't live up to our expectations."",
""Unawatuna is pretty but overly touristy. The beach was lovely, but I was disappointed by the amount of construction and noise nearby. The snorkeling was average at best, and we felt pushed into overpriced boat tours. It could be a gem if it weren't so commercialized."",
""I took my family to Unawatuna, hoping for a fun beach day, but we found it quite chaotic. The kids enjoyed the sand, but we were put off by the aggressive vendors and high prices. The water was not as clear as we expected, and we left feeling a bit underwhelmed by the whole experience.""
]",Unawatuna,0.0005027413368225098,5
28,Kataragama,6.4135463,81.3325679,"Kataragama, Sri Lanka",0.99,,"['Kataragama has a rich cultural significance, but I found the crowds overwhelming, especially during festivals. The temples are beautiful, but the lack of clear signage made it difficult to appreciate the history behind them. It\'s worth visiting if you\'re interested in spirituality, but be prepared for chaos.' , 'I was excited to explore Kataragama, but it felt more commercialized than I expected. The shops and stalls were a distraction from the spiritual atmosphere. While the temples are interesting, I didn\'t find the experience very engaging. I recommend visiting if you\'re nearby, but don\'t make a special trip.' , 'Visiting Kataragama was a mixed bag. The temples are stunning, and the rituals are fascinating to observe, but the heat and lack of shade made it uncomfortable at times. It\'s a place of worship, so respect is essential, but I wish there were more facilities for tourists to enjoy the visit.' , 'Kataragama is a significant pilgrimage site, but as a tourist, I felt somewhat lost in the sea of devotees. The atmosphere is vibrant, but I struggled to find a quiet spot to reflect. If you enjoy cultural experiences, it\'s worth a stop, but don\'t expect a serene visit.' , 'I had high hopes for Kataragama, but it didn\'t live up to them. The temples are nice, but the experience felt rushed and disorganized. It\'s hard to truly appreciate the spiritual essence when the area is so busy. If you're part of a group, it might be easier to navigate, but solo travelers may find it challenging.']",Kataragama,0.19728403091430663,5
29,Seetha Eliya,6.9332079,80.8102678,"Seetha Eliya, Sri Lanka",0.0,,"['Seetha Eliya has some beautiful scenery, but my experience was underwhelming. The hike was longer than anticipated, and the trails were poorly marked. After finally reaching the waterfalls, I found them disappointing and not as picturesque as I hoped. I wouldn\'t recommend it unless you\'re really into hiking.','We visited Seetha Eliya expecting a lovely day out, but it turned out to be a bit of a letdown. The hike started off promising but soon became tedious with no clear direction. The waterfalls, while nice, were crowded and lacked the serenity we were looking for. Maybe worth a visit if you have nothing else planned.','As a couple, we were excited for a romantic hike to the waterfalls, but Seetha Eliya didn\'t deliver. The trails were rugged and overgrown, making it difficult to enjoy the surroundings. The waterfalls were beautiful, but the overall experience was marred by the lack of maintenance. Disappointing, to say the least.','I went to Seetha Eliya with friends, hoping for a fun adventure. Unfortunately, the hike felt more like a chore. We struggled to find the waterfalls, and when we finally did, it was packed with people. The beauty was overshadowed by the crowds. Not sure if I\'d come back anytime soon.','Our family trip to Seetha Eliya was a mixed bag. The children enjoyed the hike, but I found it exhausting and poorly organized. The waterfalls were nice but not as impressive as we expected. It has potential, but better upkeep and clearer paths would go a long way in improving the experience.']",Seetha Eliya,0.0005164623260498046,5
30,Colombo,6.9270786,79.861243,"Colombo, Sri Lanka",0.0,,"['Colombo was a bit of a letdown for me. While I expected vibrant street life and rich culture, I found the city chaotic and polluted. The beaches were overcrowded, and the local food didn\'t impress me. A few interesting sites, like the Gangaramaya Temple, were nice, but overall, I wouldn\'t prioritize Colombo on my next trip.' , 'As a family, we had mixed feelings about Colombo. The kids enjoyed the aquarium, but we struggled to find family-friendly activities that didn\'t feel rushed. Traffic was unbearable, making it hard to explore. Some parks were enjoyable, but the overall vibe felt overwhelming. I wish there were more organized activities for families.' , 'Our visit to Colombo was a mixed bag. While we enjoyed some cultural sites like the National Museum, the city felt too hectic for our taste. It\'s hard to appreciate the beauty when dodging tuk-tuks and street vendors. The local markets had a certain charm, but overall, I hoped for a more relaxing experience.' , 'Colombo was somewhat underwhelming. We ventured to the Galle Face Green, which was pleasant for a walk, but the rest of the city felt crowded and overwhelming. The historical sites were interesting, yet they were overshadowed by the noise and pollution. I wouldn\'t recommend it for a peaceful getaway.' , 'I visited Colombo with friends, and while we had some fun moments, the city left much to be desired. The nightlife was decent, but the streets felt unsafe after dark. A few attractions were worth seeing, but the overall atmosphere didn\'t match the vibrant images I had in mind. I think we could have chosen a better destination.']",Colombo,0.0005484938621520997,5
31,Ambalangoda,6.2441521,80.0590804,"Ambalangoda, Sri Lanka",0.02,,"['Ambalangoda had potential, but it fell short of my expectations. The turtle watching was a nice experience, but the area felt overcrowded and poorly managed. I enjoyed some local crafts, but many shops seemed to lack authentic products. Overall, it was an average visit that didn\'t leave a lasting impression.' , 'As a family, we were excited about Ambalangoda, but it was a mixed bag. The fishing experience was lacking, as we didn\'t catch much and didn\'t feel guided properly. The local crafts were interesting, but the prices were inflated. The turtle watching was the highlight, though we wished for a more organized setup.' , 'We visited Ambalangoda hoping to immerse ourselves in its culture, but it felt quite touristy. While the art and crafts showcased some local talent, many stalls were repetitive. The turtle watching felt rushed, making it hard to enjoy. Overall, it was just okay; I wouldn\'t rush back.' , 'Ambalangoda offers some charm, but my experience was marred by disorganization. The turtle watching area was crowded, making it hard to see anything. Fishing didn\'t yield results, and I felt let down by the local crafts, which seemed overpriced. It could be so much more with better management.' ,'I was looking forward to Ambalangoda, but it didn\'t quite live up to the hype. The turtle watching was enjoyable, yet I felt it could be better coordinated. The art scene was underwhelming, with few unique pieces. Overall, it\'s a decent stop, but I wouldn\'t prioritize it on my next visit.']",Ambalangoda,0.003126800060272217,5
32,Pinnawala,7.3014952,80.3867417,"Rambukkana, Sri Lanka",0.0,,"['Pinnawala was a bit of a letdown. While the elephant rides sounded fun, they felt rushed and not very engaging. The animal encounters were interesting, but the conditions for the elephants seemed concerning. It\'s a popular spot, but I left feeling more sad than entertained. Not worth the hype.','I expected a magical experience at Pinnawala, but it fell short. The elephant rides were okay, but the lack of interaction was disappointing. The highlight was seeing the elephants bathe, though I wondered about their treatment. It\'s an average stop if you\'re in the area, but don\'t go out of your way.','Our visit to Pinnawala was mixed. The elephants are beautiful, but it felt more like a tourist trap. The rides were overpriced for what you get, and the encounters felt scripted. I\'ve seen better sanctuaries that prioritize animal welfare. Glad I went, but wouldn\'t return.','We visited Pinnawala hoping for a unique experience, but it felt disorganized. The elephant rides were okay, but you could tell the elephants were tired. The animal encounters were nice, but the overall vibe was off. It\'s a one-time visit for sure, but not something I would recommend.','I had high hopes for Pinnawala, but the reality was disappointing. The elephant rides were short and lacked any real connection to the animals. The encounters were a bit overwhelming with too many tourists around. It\'s visually appealing, but I left feeling like it was all a bit exploitative.']",Pinnawala,0.000494694709777832,5
33,Udawalawa,6.4184828,80.823938,"Udawalawa, Sri Lanka",1.0,,"['Udawalawa was a bit of a letdown. The elephant rides felt rushed and uncomfortable, and I didn\'t see as many animals as I had hoped. The scenery was nice, but I expected more interaction with wildlife. I left feeling a bit disappointed. Maybe it\'s better for families with younger kids, but for me, it just didn\'t live up to the hype.', 'I visited Udawalawa with friends, and while the elephant rides were fun, the overall experience felt commercialized. The elephants seemed to be treated well, but I couldn\'t shake off the feeling that this was more about profit than preservation. We did enjoy the time together, though, and the park itself was scenic.', 'As a couple, we thought Udawalawa would be a romantic getaway, but it fell flat. The animal encounters were minimal, and we felt like we were just another number in a long line of tourists. The elephant ride was the highlight, but it was over too quickly. We expected more connection with nature.', 'Having visited Udawalawa as a family, I can say the kids enjoyed the elephant rides, but I was uncomfortable with how the elephants were used for entertainment. It felt a bit too much like a circus. The park has potential, but it needs to prioritize the animals\' well-being more than the tourist experience.', 'Udawalawa is pretty but not quite what I expected. The elephant rides were enjoyable, but the animal encounters were limited. I wish there had been more educational opportunities about the wildlife. It\'s a decent outing, but I wouldn\'t rush back here; there are better options in Sri Lanka.']",Udawalawa National Park,0.2000542998313904,5
34,Thandiyadi Lagoon,7.0519269,81.8457198,"Vinayagapuram, Sri Lanka",0.0,,"['Thandiyadi Lagoon was a bit of a letdown for me. The scenery looked promising, but the water was murky, and I didn\'t feel comfortable swimming. There were also very few activities available, and the boat rides felt overpriced for what they offered. A nice place to relax, but I wouldn\'t recommend it for an adventure.','I visited Thandiyadi Lagoon with friends expecting a fun day out, but we found it quite dull. The lagoon itself is beautiful, but the lack of facilities and activities made it hard to enjoy. We ended up just lounging around without much to do. Definitely not worth a long trip.','As a couple looking for a romantic getaway, we found Thandiyadi Lagoon to be underwhelming. The views are lovely, but we were disappointed by the lack of dining options and activities. It\'s a nice spot for a brief visit, but we wished we had chosen a place with more amenities.','We took our kids to Thandiyadi Lagoon hoping for some fun, but it turned out to be quite boring. The lagoon is pretty, but there weren\'t enough activities to keep them entertained. We managed to enjoy some time by the water, but we quickly ran out of things to do.','Thandiyadi Lagoon has potential, but it fell short during my visit. The natural beauty is undeniable, but the overall experience left much to be desired. The local vendors seemed uninterested, and there were minimal activities to engage in. A decent stop, but not a destination.']",Thandiyadi Lagoon,0.000501096248626709,5
35,Nuwara Wewa View Point,8.336791,80.416116,"Anuradhapura, Sri Lanka",0.01,,"['The view from Nuwara Wewa View Point was quite disappointing. The area was overcrowded, and I struggled to find a good spot to take pictures. The landscape was beautiful, but not worth the hassle. I expected more tranquility for a viewpoint. Maybe it\'s better during off-peak hours.', 'While the scenery at Nuwara Wewa View Point was nice, I found the experience underwhelming. The facilities were lacking, and it felt more like a stopover than a destination. If you\'re in the area, it\'s okay to visit, but I wouldn\'t go out of my way to see it again.', 'I visited Nuwara Wewa View Point with friends, but we left feeling a bit let down. The view was decent, but the litter and noise from nearby vendors took away from the charm. It has potential, but needs better management to enhance the experience.', 'Nuwara Wewa View Point has a nice view, but it\'s nothing extraordinary. It\'s a decent spot for a quick photo, but I wouldn\'t recommend spending too much time here. There are other more scenic places in the area that are much more enjoyable.', 'As a couple, we were looking forward to a romantic view at Nuwara Wewa, but it fell short. The sunset was pretty, but the crowd made it hard to appreciate the moment. It\'s a nice place to stop by, but don\'t expect a peaceful atmosphere.']",Nuwara Wewa View Point,0.0019345998764038086,5
36,Narangala view point,7.025305,80.9936217,"Narangala, Sri Lanka",0.01,,"['The hike to Narangala viewpoint was more challenging than I anticipated. The path was poorly marked and overgrown in places, making it difficult to navigate. While the view at the top was decent, the effort required didn\'t quite justify the reward. I probably wouldn\'t recommend it unless you\'re really into hiking.','I visited Narangala N viewpoint with friends, but we were left a bit disappointed. The view was nice, but not spectacular enough to make the trek worthwhile. The area was also littered with trash, which detracted from the overall experience. We expected more given its reputation.','As a family, we found the trek to Narangala viewpoint to be quite strenuous, especially for the kids. While the scenery was beautiful, the lack of amenities at the top made it difficult to enjoy our time. We ended up leaving sooner than planned due to the heat and tiredness.','The viewpoint at Narangala offered a lovely panorama, but getting there was a bit of a slog. The trail was steep and not very well-maintained. It\'s a great spot for a photo, but I would suggest visiting only if you\'re in good shape and ready for a tough hike.','While the view from Narangala was decent, the overall experience was marred by the lack of facilities and the difficulty of the trek. It\'s a shame because with some improvements, this could be a fantastic spot for travelers. I left feeling underwhelmed and exhausted.']",Narangala viewpoint,0.0017756819725036621,5
37,Ridiyagama waterfront,6.2092173,80.968159,"Siyambalagoda, Sri Lanka",0.0,,"['The Ridiyagama waterfront was a bit underwhelming. While the scenery was nice, there was not much to do, and it felt quite empty. I expected more activities to enjoy, but it was mostly a quiet area. It\'s a decent spot for a picnic, but not much else to keep you entertained.', 'I visited Ridiyagama waterfront with friends, and we were all left feeling disappointed. The area looked promising, but the lack of facilities made it hard to enjoy. We expected some water activities or events, but it was just a scenic view with no real engagement.', 'As a couple, we found Ridiyagama waterfront to be a peaceful escape, but it lacked excitement. We enjoyed a nice walk along the water, but there were no boat rentals or guided tours available. It\'s a good spot for relaxation if that\'s what you seek.', 'We took our family to Ridiyagama waterfront hoping for a fun day, but it didn\'t quite meet our expectations. The kids were bored after a short time since there weren\'t enough activities to keep them entertained. It\'s pretty, but could use more attractions.', 'The Ridiyagama waterfront has potential, but it felt very much like a missed opportunity. We saw some beautiful views, but the area lacked vibrant energy or activities. If you\'re looking for something lively and interactive, you might want to look elsewhere.']",Ridiyagama waterfront,0.0009412527084350586,5
38,Heyna camping site,6.2073401,81.2720141,"Weligatta, Sri Lanka",0.01,,"['The Heyna camping site was a bit of a letdown. The location is beautiful, but the facilities were poorly maintained and lacked basic amenities. The tent we stayed in had a musty smell, and the staff seemed disorganized. I had expected a peaceful retreat but ended up feeling quite uncomfortable. I wouldn\'t recommend it for solo travelers.', 'I visited Heyna with friends, and while we enjoyed the nature around us, the camping experience was far from ideal. The bathrooms were dirty, and the food was mediocre at best. We had a fun time together, but we felt the site could use a serious upgrade in cleanliness and service.', 'As a couple, we were looking for a romantic getaway at Heyna, but the experience fell short. The scenery was lovely, but the noise from nearby roads made it hard to relax. The campfire area was nice, but it didn\'t compensate for the lack of privacy and cleanliness. We won\'t be returning.', 'We took our family camping at Heyna expecting an adventure, but we were disappointed. The kids were excited at first, but the lack of organized activities and the state of the camping equipment left much to be desired. It felt more like a budget camping trip than a memorable family getaway.', 'Heyna camping site has potential, but it needs improvement. The landscape is stunning, and we enjoyed some hiking trails, but the overall camping facilities were lacking. The tents were cramped and not very clean, which made our stay uncomfortable. It\'s a shame because the area itself is gorgeous.']",Heyna camping site,0.0021985769271850586,5
39,Hidden Water fall Tiny Ella,7.278051,80.630203,"Kandy, Sri Lanka",0.0,,"['The hike to Hidden Waterfall Tiny Ella was more challenging than expected, with unclear paths and steep inclines. While the waterfall itself was picturesque, the experience was marred by the lack of proper signage and the trash scattered around. It could be a gem with better maintenance.', 'I was really looking forward to visiting Hidden Waterfall Tiny Ella, but I found it quite underwhelming. The area was crowded, and the water wasn\'t as clear as I hoped. It felt more like a stopover than a hidden gem. I wouldn\'t recommend it to friends.', 'We visited Hidden Waterfall Tiny Ella as part of our adventure in Sri Lanka, but it didn't live up to the hype. The waterfall was nice, but getting there was a bit of a hassle, and the surrounding area could use some cleaning up. A decent spot for a quick photo, but not much else.', 'As a couple, we sought out Hidden Waterfall Tiny Ella for a romantic day, but we found it less intimate and more touristy than anticipated. The hike was okay, but the beauty of the waterfall was overshadowed by the litter and noise from other visitors.', 'Hidden Waterfall Tiny Ella has potential, but our trip was disappointing. The path was poorly marked, and we ended up lost for a while. The waterfall was lovely, but the experience was tainted by the lack of facilities and the need for better conservation efforts.']",Hidden Waterfall Tiny Ella,0.0007481694221496582,5
40,Panakala Lagoon,6.7326081,81.7937386,"Lahugala, Sri Lanka",1.0,,"['Panakala Lagoon was a bit of a letdown. The scenery is nice, but the water was murky and not as inviting as I had hoped. There were a few birds to see, but overall, it felt like a missed opportunity for a true nature experience. I wouldn\'t recommend it for a long visit.',
'I visited Panakala Lagoon with friends, and while we had a decent time, the place didn\'t live up to our expectations. The boat rides were short and quite pricey, and the paths around the lagoon were poorly maintained. It\'s a nice spot for a quick stop, but not worth a special trip.',
'As a couple, we were looking forward to a romantic getaway at Panakala Lagoon, but we were disappointed. The area was crowded, and the noise from nearby roads ruined the peaceful vibe we were hoping for. The sunset views were lovely, but we probably won\'t return.',
'While Panakala Lagoon has potential, it felt underwhelming during our family visit. The kids enjoyed spotting some wildlife, but the facilities were lacking. There were no clean restrooms, and the picnic spots were unkempt. It could be a great place with better management.',
'I had a neutral experience at Panakala Lagoon. The overall atmosphere was relaxing, but the lack of activities made it feel stagnant. There were a few locals fishing, and we enjoyed watching them, but I would have loved more guided tours or information on the ecosystem.']",Panakala Lagoon,0.19970206022262574,5
41,Kiriwalketiya waterfall,6.637441,80.4557783,"Nivithigala, Sri Lanka",0.01,,"['The Kiriwalketiya waterfall was a bit of a letdown. While the scenery is beautiful, the trek to reach it was more challenging than expected, especially with the muddy paths. There weren\'t any clear signs, and it felt a bit unsafe at times. I wouldn\'t recommend it for families with young kids.', 'I visited Kiriwalketiya with friends, hoping for a refreshing swim. Unfortunately, the water was quite low, making it impossible to enjoy. The location is pretty, but I felt it lacked proper maintenance and facilities. It could be great with some improvements.', 'As a couple, we found the Kiriwalketiya waterfall to be a mixed experience. The surrounding nature is stunning, and we enjoyed the quiet, but the journey there was frustrating. It\'s not well-marked, and we got lost a few times. Bring proper footwear if you decide to go!', 'We had high hopes for Kiriwalketiya waterfall but were disappointed. The access road was rough, and when we finally arrived, the water was murky and uninviting. It\'s a nice spot for pictures, but not much else. Save your energy for a more accessible attraction.', 'The waterfall itself has potential, but it felt neglected during our visit. The area was littered with trash, which detracted from the natural beauty. A few locals were friendly and offered help, but overall, I wouldn\'t recommend going out of your way to see it.']",Kiriwalketiya waterfall,0.0011289477348327636,5
42,Watawala Ella,6.6285696,80.360297,"Niriella, Sri Lanka",0.0,,"['Watawala Ella has stunning views, but I found the trek to be quite challenging and poorly marked. The scenery is beautiful, but the lack of proper signage made it a frustrating experience. If you\'re an experienced hiker, you might enjoy it more than I did.', 'I visited Watawala Ella with friends hoping for a fun adventure, but the place felt overcrowded and the path was littered with garbage. We enjoyed the waterfall, but it was hard to relax with so many people around. A little more maintenance could really improve the experience.', 'As a couple looking for a romantic getaway, we were disappointed with Watawala Ella. While the waterfall was picturesque, the surrounding area lacked charm and the facilities were lacking. It could be a great spot with more effort put into upkeep.', 'Watawala Ella is a nice spot for a quick visit, but I expected more from the hike. The trail was steep and not very well-maintained, which made it less enjoyable. If you have limited time, it might be better to skip it and find a more accessible location.', 'We took our family to Watawala Ella, and while the kids loved splashing in the water, the overall experience was let down by the lack of amenities. There were no restroom facilities and not enough spots to sit and enjoy the view. A bit of investment in the area could make it much more family-friendly.']",Watawala Ella,0.0005922555923461914,5
43,Lake side cabana,8.5742414,81.2205383,"Trincomalee 31010, Sri Lanka",0.0,,"['The Lake Side Cabana has a stunning view, but the experience fell short for me. The service was slow, and the amenities felt neglected. I expected a relaxing getaway, but the noise from nearby activities ruined the peaceful atmosphere. It could be a lovely spot if they improved their maintenance and service.', 'I visited with friends, hoping for a fun day by the water. Unfortunately, the cabana was overcrowded, and the staff seemed overwhelmed. We enjoyed the scenery but spent more time waiting for service than actually enjoying the activities. It\'s a decent place, but it definitely needs better management.', 'As a couple, we hoped for a romantic escape at Lake Side Cabana, but it was rather disappointing. The setting is beautiful, but the lack of attention to cleanliness and the disorganization of the staff made it hard to enjoy our time. We found ourselves looking for other places to relax.', 'Our family trip to Lake Side Cabana was a mixed bag. The kids enjoyed the water activities, but we were let down by the food options and the general upkeep of the area. It has potential, but it feels like it\'s not being taken care of properly. We might not return unless we see improvements.', 'I had high hopes for Lake Side Cabana, but it felt more like a missed opportunity. While the location is picturesque, the facilities need urgent attention. The staff tried their best, but they seemed understaffed. A more organized approach could really elevate the experience.']",Lake Side Cabana,0.0005182981491088867,5
44,Dutch Cannon,7.7115771,81.7024339,"Batticaloa, Sri Lanka",0.0,,"['Visiting the Dutch Cannon was a bit disappointing. The site is quite small and lacks any informative displays. I expected more history or context to be provided, but it felt like just a random stop. The view was nice, but not worth the trip alone. Wouldn\'t recommend unless you\'re in the area.', 'As a family, we thought the Dutch Cannon would be an interesting historical site. However, it didn\'t captivate us as hoped. The cannon itself is just sitting there with little to no explanation. We took a few photos, but overall, it felt underwhelming and unmemorable.', 'We stopped at the Dutch Cannon as part of our tour, but it seemed like an afterthought. There were no guides or information to help us understand its significance. The location is scenic, but it didn\'t offer much in terms of engaging activities or stories to share.', 'I visited the Dutch Cannon with friends, and while we appreciated the nice surroundings, the cannon didn\'t leave a lasting impression. It could use some better maintenance and historical context. It\'s a quick stop, but don\'t expect an enlightening experience.', 'The Dutch Cannon might appeal to history buffs, but for casual travelers, it\'s quite lackluster. There\'s not much to do beyond taking a picture with the cannon. It\'s a nice little spot to stretch your legs, but I wouldn\'t prioritize it on a busy itinerary.']",Dutch Cannon,0.0006492137908935547,5
45,Rillamba Surf Point,6.0328948,80.2167912,"Galle, Sri Lanka",0.0,,"['Rillamba Surf Point was a bit disappointing. The waves were inconsistent, making it tough for beginners like me to enjoy surfing. The beach itself was nice, but the lack of facilities meant we had to pack our own food and drinks. Not the vibrant beach experience I was hoping for. Wouldn\'t recommend it for a full day trip.', 'My friends and I visited Rillamba Surf Point, and while the scenery was beautiful, the surf conditions were not ideal. We found it challenging to catch good waves, and the area was quite crowded. It\'s a decent spot for a quick visit, but don\'t expect to surf all day. There are better places nearby.' , 'As a couple looking for a romantic getaway, we found Rillamba lacking charm. The beach was not well-maintained, and the surfing was mediocre at best. We ended up leaving early and seeking other activities. It\'s a shame because the location has potential, but it needs better management.' , 'We took our family to Rillamba Surf Point, and while the kids enjoyed playing in the sand, the surfing was not suitable for them. It felt more like a stopover than a destination. The lack of amenities made it difficult, and we wished we had chosen a more family-friendly beach.' , 'I had high hopes for Rillamba Surf Point, but it was underwhelming. The surf was not challenging enough for experienced surfers, and the beach was quite dirty. It\'s a nice spot to relax, but if you\'re looking for a lively surf scene, you might want to look elsewhere.']",Rillamba Surf Point,0.0007228612899780274,5
46,rumassala,6.0328948,80.2167912,"Galle, Sri Lanka",0.0,,"['Rumassala was a bit of a letdown. The views were nice, but the place felt overcrowded and commercialized. We expected a more tranquil experience, but it was hard to enjoy with so many tourists around. The hiking trails were poorly marked, which added to the frustration.', 'I visited Rumassala hoping for a peaceful getaway, but it was rather disappointing. The paths were littered and not well maintained. While the scenery had its charms, it felt overshadowed by the noise from nearby vendors. I wouldn\'t recommend it if you\'re looking for serenity.', 'Rumassala has its moments, but it didn't live up to the hype. The beach was quite crowded, and finding a quiet spot was challenging. On the plus side, the sunset views were stunning, but I would suggest visiting during off-peak hours for a better experience.', 'As a family, we were excited about Rumassala, but it turned out to be underwhelming. The kids enjoyed the beach, but we found the area to be quite dirty and unkempt. A few local shops were nice, but overall, it lacked the charm we were hoping for.', 'Rumassala had some beautiful spots, but it felt like a missed opportunity. The trails could use some improvement, and the constant presence of litter was disappointing. It\'s a decent place to visit if you\'re already in the area, but don\'t go out of your way to see it.']",Rumassala,0.000525820255279541,5
